,Cohort_size,Total_solves,Solves_recovered,Comprehensive,Trios,Genomes,Major_Phen1,Phen1_num,Major_Phen2,Phen2_num,Major_Phen3,Phen3_num
Prospective,4738,0,,2092,996,999,NDD,1665,Cardiac,997,Renal,695
